"document_id","processed_text"
12612,"new type system becom emerg topic meet china carbon emiss target among mani key technolog innov within new type system domain one critic challeng face coordin among generat network infrastructur load energi storag system ess manag oper grid resourc econom secur reliabl manner correspond static dynam model paramet need estim accur effect deep reinforc drl one trend artifici intellig techniqu recent year led mani advanc applic system especi control relat topic sinc drl also power tool shown promis result paramet estim problem therefor paper systemat review drl method adopt system model paramet estim includ load model generat model promot applic drl relat area academ industri research futur research direct also highlight © ieee"
12613,"recent studi show energi consumpt build effici reduc includ recent iot internet thing bigdata technolog microgrid system fact three major aspect consid reduc energi consumpt maintain suitabl occupants’ comfort integr renew energi sourc storag devic ii integr programm lessenergyconsum equip iii deploy innov inform communic technolog aspect might contribut substanti improv win save energi toward smart energyeffici build chapter microgrid system infrastructur develop togeth platform data gather monitor process put emphasi microgrid system crucial infrastructur leverag energyeffici smart build develop deploy holist iotbigdata platform sens actuat task perform accord actual contextu chang scenario present order show use holist platform monitor data process control energyeffici build © author exclus licens springer natur switzerland ag"
12614,"increas instal control distribut energi resourc der distribut network dns open new opportun provis ancillari servic transmiss network tn level penetr smart meter devic communic infrastructur dns increas becom observ control central optimizationbas control scheme becom effici practic paper propos central tractabl optim opfbas control scheme optim realtim oper activ dns also consid provis voltag support ancillari servic tn emb form various constraint current voltag support requir switzerland investig potenti benefit ancillari servic provis assum differ oper mode der invert demonstr perform propos scheme use combin hvmvlv test system © ieee"
12615,"recent day electr system experienc rapid chang therebi inclus advanc equip expans transmissiondistribut network besid modernis exist system network number renew energi sourc wind park solar park etc integr balanc grow demand due industri digit howev secur depend oper system network easi complex natur term control oper mainten various compon widearea network inspit gigant develop system oper compon protect technolog today’ system suscept blackout ever context record major blackout incid classifi accord time locat research refer purpos per survey frequenc occurr blackout increas time practic possibl avoid blackout complet though various research studi number research articl acknowledg take ration gain measur incid blackout abat andor effect mitig forthright approach minim peril unplan disturb therebi extenu opportun paradigm extent possibl root caus disturb analys audit follow initi various prevent correct action view prevent correct action avoid widearea disturb new paradigm embrac widearea protect control monitor wapcam system rapid grow capabl advanc comput communic technolog intellig electron devic i enabl remot termin unit rtus global posit system gps enabl phasor measur unit pmus opportun now avail adopt widearea protect control monitor wapcam system system receiv widerang data inform eg systemwid bus voltag angl activ reactiv flow etc analys can estim whether system stress condit take coordin action system network can save proceed total collaps even mitig widearea disturb effect upon system wapcam system differ level hierarchi realiz prevent correct action local feeder level substat level centralregion level one recommend prevent plan widearea disturb blackout widearea protect control wapc system includ special protect scheme sps system integr protect scheme sip remedi action scheme ras base advanc communic infrastructur etc mitig impact widearea disturb remedialcorrect action initi implement widearea stabil control wasc system embrac system stabil pss onload tap changer oltc widearea monitor control wamc system also includ outofstep oss bus split optim island scheme etc although system exhibit unstabl dynam phenomena stress condit transient angl instabl voltag instabl frequenc instabl wapcam bring back system normal restor condit soon possibl chapter enlighten comprehens research review explic differ type wapcam system can address major blackout improv stabil reliabl secur system network compar assess explic summar various recent report convent intellig scheme also enlighten research insight system research protect engin plan design stabl reliabl secur system network © editor applic author exclus licens springer natur switzerland ag"
12616,"paper present combin extrem variabl steepest gradient ascent elmvsga maximum point track mppt photovolta pv system pioneer attempt made develop elmvsga techniqu combin track abil variabl steepest gradient ascent accuraci nonit artifici neural network effort made first time appli new proport integr fraction order integr pifoi cascad control mppt control gain paramet optim use new metaheurist salp swarm algorithm ssa propos elmvsga along ssa optim pifoi cascad control simul use matlabsimulink various climat condit gradual step chang irradi temperatur partial shade condit psc comprehens analysi perturb observ po two recent mppt algorithm popi fraction order increment conduct techniqu carri result shown propos algorithm provid better track abil other furthermor access effect track propos control test real time season climat data condit pv uncertainti shown better track abil track maximum point greater accuraci © elsevi ltd"
12617,"inform practic univers mathemat interact platform construct studi paper construct effici model data access signal sent two system client system receiv access request time appli relev method process data access request wan inform access control system base inform model core public system oper need independ modul oper wan inform access control idea platform conduct implement experiment result show effici design model © ieee"
12618,"variabl wind speed model literatur use probabl distribut function pdfs mani paper select pdfs base sole goodnessoffit metric without give proper consider whether pdfs can model wind speed rang pdfs abil model wind speed rang ensur can synthes minimum maximum wind speed site methodolog select pdfs can use model wind speed present paper propos methodolog consid goodnessoffit metric select pdfs also abil model wind speed rang propos methodolog compar common use methodolog literatur select pdfs base sole goodnessoffit metric simul result show propos methodolog choos better pdfs common use methodolog furthermor shown select pdfs use common use methodolog guarante chosen pdfs will model wind speed rang © ieee"
12619,"fault system need appropri mainten action fault point fix problem immedi high percentag short circuit fault system occur transmiss system line pass differ harsh climat experi outdoor environment condit repair procedur faulti line requir determin accur fault locat fast accur fault locat transmiss network play import role modern system improv system reliabl stabil fault locat apparatus determin locat fault transmiss system acquir proper measur quantiti ie voltag current line termin util can repair fix problem rapid determin locat fault use analyt numer method provid fault locat research explor various fault locat techniqu transmiss network detail vital requir oper modern system secur reliabl survey differ new method fault locat distanc relay algorithm ii travel wave iii artifici intellig iv widearea v time revers theori vi differenti equat vii imped calcul method review investig illustr pros con inaccur fault locat complex modern network addit method assess compar requir abil shortcom moreov use provid extens analysi paper base use experi author benefici topic suggest propos futur work improv algorithm field fault locat © ieee"
12620,"grow uptak residenti photovolta pv system drive need distribut compani estim voltag rise issu low voltag lv network oper plan purpos oper voltag calcul can help determin specif set eg pv curtail plan voltag calcul can use determin pv host capac given lv network howev voltag calcul normal base analys therefor requir detail threephas electr model readili avail distribut compani take advantag smart meter paper propos approach calcul voltag without electr model captur nonlinear relationship among histor data demand voltag correspond lv feeder use neural network one hidden layer use crossvalid determin suitabl hyperparamet realist australian lv feeder singlephas custom result demonstr approach promis can accur calcul voltag unseen pv scenario approach can make possibl distribut compani bypass timeconsum process produc lv network model carri accur voltag calcul type whatif scenario involv pv batteri electr vehicl etc © institut engin technolog"
12621,"work report applic ensembl artifici neural network techniqu solut short term optim generat ieee bus test system studi carri use matlab report motiv use ensembl artifici neural network take advantag multipl parallel processor comput rather tradit serial comput bootstrap obtain small bag bag algorithm combin averag employ ensembl neural network reduc bias varianc overal error reduc henc better predict can achiev result obtain propos algorithm compar heurist convent techniqu valid effect propos methodolog ©"
12622,"chapter present dynam neuralwavelet network onlin paramet adjust dissip approach solar irradi solar daili hour forecast main idea result shown studi base design dynam wavelet neural network consid discret dynam system ensur stabil accuraci forecast solar irradi solar daili hour implement lyapunov approach consid system’ energi dissip properti adapt adjust law obtain wavelet paramet entir network therefor robust forecast strategi done consid opposit neural network approach network provid optim perform train data unstabl incomplet train dataset reduc attribut make approach suitabl contribut field studi focus solar variabl forecast hondura region theoret experiment deriv previous analysi provid studi © elsevi inc right reserv"
12623,"research develop metaheurist method critic issu comput scienc past decad metaheurist algorithm use mani engin applic engin problem telecommun inform secur imag process mani metaheurist algorithm particl swarm pso ant coloni aco genet algorithm ga recent becom popular mani studi conduct literatur comparison pso metaheurist algorithm chapter various studi carri year comparison pso metaheurist algorithm will examin metaheurist algorithm consid simul anneal sa genet algorithm ga differenti evolut de ant coloni aco artifici bee coloni abc algorithm particl swarm pso tabu search ts harmoni search hs firefli algorithm ff cuckoo search cs batinspir algorithm ba water wave wwo clonal select algorithm clonalg chemic reaction cro sine cosin algorithm sca glowworm swarm gso grey wolf optim gwo studi aim evalu analyz cover paper accord sever criteria rate studi accord publish year b metaheurist algorithm compar pso c perform evalu compar algorithm d metaheurist algorithm inspir approach initi propos studi year e field subject algorithm appli review studi f use databas examin studi studi comprehens literatur review comparison pso popular metaheurist algorithm intent review use research want conduct survey area subject chapter will cover essenti help analysi relat research © author exclus licens springer natur switzerland ag"
12624,"renew sourc creat new opportun integr microgrid increas energi effici system paper focus adapt control strategi util differ energi manag system singl stage pv base batteri manag system connect microgrid oper maximum propos system carri matlabsimulink b perform measur demonstr differ scenario © wydawnictwo sigmanot right reserv"
12625,"paper propos comput effici method base deep neural network metaheurist algorithm known bat algorithm coordin oscil damp control incorpor renew energi station enhanc system small signal stabil consid uncertainti propos method consist three main stage databas generat supervis use creat model databas first creat probabilist smallsign stabil margin calcul use combin cumul gramcharli expans paramet damp control given differ supervis algorithm linear regress support vector random forest chiefli deep neural network creat surrog model surrog model provid approxim relationship probabilist smallsign instabl margin damp control paramet problem formul minim surrog probabilist instabl margin damp control paramet act constraint final problem solv use bat algorithm obtain optim paramet oscil damp control studi result test larg ieee machin bus system show oscil damp control optim use propos method can larg improv system low frequenc oscillatori stabil margin low comput time around time faster convent method studi can use system oper tune paramet damp control fast manner © institut electr electron engin inc right reserv"
12626,"renew generat lead rapid shift flow anticip tradit system control may soon inadequ cope fluctuat tradit control includ humanintheloopcontrol scheme autonom control method can categor widearea monitor protect control system wampac within latter group advanc system reinforc rl potenti candid facilit system control face new challeng paper demonstr model base reinforc mbrl algorithm learn use intern model world can use autonom system control propos rl agent call world model autonom system control wmap includ safeti shield minim risk poor decis high uncertainti shield can configur permit wmap take action condit wmap ask guidanc eg human oper doubt altern wmap run full decis support mode requir oper take activ decis case studi perform ieee bus system wmap setup control setpoint two fact devic emul grid stabil improv result show improv grid stabil achiev use wmap stay within voltag limit furthermor disastr situat avoid wmap ask help test scenario event train © ieee"
12627,"distribut algorithm enabl privat optim opf comput avoid need share sensit inform local algorithm subproblem howev adversari can still infer inform coordin signal exchang across iter paper seek formal privaci guarante distribut opf comput provid differenti privat algorithm opf comput base consensus altern direct method multipli admm propos algorithm attain differenti privaci introduc static dynam random perturb opf subproblem solut iter perturb laplacian design prevent infer sensit inform well provid theoret privaci guarante admm subproblem use standard ieee node test case paper explor fundament tradeoff among privaci algorithm converg optim loss © ieee"
12628,"tradit generat unit well renew energi resourc make electr grid propos articl propos perform indic optim combin wind turbin solar photovolta system hybrid solar small hydropow sourc irregular renew energi sources’ perform add complex optim opf problem analyt strategi also use lognorm weibul gumbel probabl densiti function approxim energi yield renew also explor effect chang distribut paramet penetr renew energi resourc function optim penalti charg underestim standbi charg overestim unusu nonconvent generat unit includ object featur problem solv use nondomin multiobject moth flame techniqu term achiev divers converg pareto optim solut momfo optim effici robust smodesf moeadsf optim accord simul outcom result ieee bus system momfo optim can use tackl moscopf issu incorpor wind solar hydro thermal generat integr multiplepow system © sundaram b pandya hitesh r jariwala"
12629,"multimicrogrid mmgs emerg costeffect solut provid ancillari servic reconcil extern reserv provis intern risk hedg mmgs novel comprehens multiarea dynam optim madopf model establish energyreserv cooptim threephas unbalanc network intrins dual control timescal address better hedg uncertainti distribut generat load distribut robust model predict control mpc appli madopf problem preserv oper independ inform privaci microgrid decomposit nonconvex model devis guarante converg numer test twoarea system real largescal area system deriv shandong grid valid effect propos method advantag demonstr comparison convent mpc stochast robust method © ieee"
12630,"sparrow search algorithm ssa tend fall local optima insuffici stagnat appli travel salesman problem tsp address issu propos novel greedi genet sparrow search algorithm base sine cosin search strategi ggscssa first greedi algorithm introduc initi popul increas divers popul second genet oper use updat popul balanc global search local develop capabl final adapt weight introduc produc updat increas adapt algorithm optim qualiti solut sincosin search strategi introduc updat scrounger addit ggscssa compar genet algorithm ga simul anneal sa particl swarm pso grey wolf gwo ant coloni aco artifici fish af algorithm tsp dataset perform test also compar recent improv algorithm result simul encourag ggscssa signific enhanc solut precis speed robust © ieee"
12631,"jellyfish search optim jso one newest swarm intellig algorithm wide use solv differ realworld problem howev challeng task regul explor exploit search avoid problem harmon converg trap local optima paper propos new variant jso name ojso base orthogon aim improv capabl global search origin algorithm orthogon strategi discov use inform two recent solut vector predict best combin use limit trial instead exhaust trial via orthogon experiment design evalu effect approach benchmark function use evalu process lead us conclud propos algorithm strong outperform origin algorithm aspect except execut time © author publish elsevi bv open access articl cc byncnd licens httpscreativecommonsorglicensesbyncnd peerreview respons scientif committe kes intern"
12632,"paper new metaheurist algorithm call jaya algorithm adapt featur select featur select typic problem data mine domain concern determin subset high discrimin featur irrelev noisi redund highdimension featur jaya algorithm initi propos continu due binari natur featur select problem jaya algorithm adjust use sinusoid ie sshape transfer function furthermor mutat oper control adapt mutat rate rm paramet also util control divers search propos binari jaya algorithm adapt mutat call bjam algorithm perform bjam algorithm test use realworld benchmark dataset vari term number featur number instanc four measur use perform analysi classif accuraci number featur fit valu comput time initi comparison binari jaya bja algorithm propos bjam algorithm conduct show effect mutat oper converg behavior result produc bjam algorithm compar yield ten stateoftheart method surpris propos bjam algorithm abl excel compar method dataset term classif accuraci can lead conclus propos bjam algorithm effici algorithm problem belong featur select domain pregnant fruit result © king fahd univers petroleum miner"
12633,"recent advanc cyberphys smart grid cpsg enabl broad rang new devic base inform communic technolog ict howev icten devic suscept grow threat cyberphys attack paper perform thorough review stateoftheart cyberphys secur smart grid focus physic layer cpsg paper provid abstract unifi statespac model cyberphys attack defens model can effect general exist cyberphys attack categor term target compon discuss sever oper inform defens approach present current stateoftheart field includ move target defens watermark datadriven approach final discuss challeng futur opportun associ smart grid cyberphys secur © ieee"
12634,"concept virtual plant vpp introduc year ago still activ research major research now focus analyz case studi instal articl investig base vpp poland contain hydropow plant hpp energi storag system ess specif analysi qualiti pq issu select use data contain week multipoint synchron measur qualiti level four relat point investig concern applic global index singlepoint assess well arearel assess approach moreov problem flag data discuss final assess vpp’s impact pq level conduct © author"
12635,"transit solar energi system consid one import altern convent fossil fuel recent solar air heater sah among solar energi system wide use various household industri applic howev recent literatur reveal effici sah still low metaheurist algorithm use enhanc effici sah system paper discuss techniqu use enhanc perform sah also review major publish paper applic sah metaheurist algorithm includ simul anneal sa particl swarm pso genet algorithm ga artifici bee coloni abc teachinglearningbas tlbo elitist teachinglearningbas etlbo research note studi most base literatur publish last ten year good energi top journal therefor paper clear show use six propos metaheurist algorithm result signific effici improv select optim design set oper paramet sah base past literatur outcom paper etlbo unquestion competit abc ga pso sa tlbo sah consid problem final base cover six stateoftheart metaheurist techniqu perspect recommend futur outlook sah propos paper firstev attempt present current develop larg audienc applic metaheurist method sah thus research can use paper research advanc propos recommend algorithm generat best perform various sah © jean de dieu niyontez et al"
12636,"paper present novel differenti evolut de algorithm improv version ide benchmark function optim reactiv dispatch orpd problem minim total activ loss usual consid object function orpd problem constraint involv generat transform tape shunt reactor reactiv sourc aim studi discov best vector control variabl minim loss premis consid constraint system propos ide new initi strategi develop construct initi popul guarante qualiti simultan maintain divers addit enhanc converg characterist origin de two kind selfadapt adjust strategi employ updat scale factor crossov factor respect detail inform two factor can exchang generat dynam numer applic differ case carri sever benchmark function two standard ieee system ie bus bus test system result achiev use propos ide compar algorithm discuss analyz detail obtain result demonstr propos ide can success use deal orpd problem copyright © rui chi et al"
12637,"flexibl jobshop schedul problem fjsp wellknown combin problem studi fjsp essenti promot product effici effect differ kind improv particl swarm pso algorithm produc superior result fjsp last decad meanwhil human hlo algorithm simpl adapt algorithm system help improv algorithm perform imit human behavior recent research studi propos hybrid hlopso algorithm util various combin propos improv pso propos schedul strategi solv fjsp algorithm architectur hlo guidanc hlo individu abil everi particl promot base exist advantag collect action decis pso help rulebas schedul strategi search capac propos improv pso also enhanc detail exposit analysi propos hlopso easili implement embed product system softwar system softwar meanwhil use solv sever group fjsp instanc result comparison relat algorithm reveal hlopso can effici solv singleobject fjsp © elsevi bv"
12638,"consist expand demand energi introduct decentr microgrid base energi resourc will soon excit develop system microgrid mgs main base invert becom popular can handl differ form renew energi effect howev one challeng area research control last year mani control strategi develop review differ control method discuss applic mg system furthermor compar analysi classic modern control strategi also consid survey guid new research avail control strategi room improv toward optim solut mg control techniqu also identifi sever research gap futur trend therein well provid solut manag problem mgs strategi compar base applic differ control requir © bentham scienc publish"
12639,"transport system need innov scheme applic facilit mobil citi userfriend easi enjoy conveni accord citizen constraint studi author propos decentralis architecturebas gametheoret model communitybas transport system scheme involv multitransport form allow user activ prosum can travel citi use public privat form also make decis trip cost author propos decentralis gametheoret transport algorithm manag passeng need public bus interest car rideshar bicycl constraint simul prove effect propos scheme effect decentralis gametheoret transport model appear clear compar multimod doubl dynam approach give much better result © iet smart citi publish john wiley son ltd behalf institut engin technolog"
12640,"grasshopp algorithm goa recent swarm intellig algorithm inspir forag swarm behavior grasshopp natur goa algorithm success appli solv various problem sever domain demonstr merit literatur paper propos comprehens review goa base scientif articl publish lead publish ieee springer elsevi iet hindawi other provid goa variant includ multiobject hybrid variant also discuss main applic goa various field schedul econom dispatch featur select load frequenc control distribut generat wind energi system engin problem final paper provid possibl futur research direct area © american institut physic inc right reserv"
12641,"district heat dh industri character continu innov sever decad limit knowledg characterist sector’ innov activ arguabl import inform understand sector can continu develop support energi transit societi perform systemat literatur review slr identifi type innov level innov relat differ innov dh sector total articl analyz code eight group fuel suppli distribut transfer dh system citi system impact busi articl identifi group “supply” “dh system” “impact” focus dh system product perspect environment impact find limit research dh firms” challeng includ manag perspect asset manag custom focus despit potenti find limit number articl relat innov much scholar attent given area larg costsav especi capit cost © author license mdpi basel switzerland"
12642,"social network provid varieti onlin servic play import role new connect among member share favorit media document opinion member network precis recommend predict link member highest common interest huge volum user differ type inform network encount challeng dispers accuraci link predict moreov network numer user problem comput time complex problem caus network node contribut calcul link predict friend suggest order overcom drawback paper present new link predict scheme contain three phase combin local global network inform propos manner dens communiti overlap first detect base ensembl node percept method lead relev node contribut link predict speed algorithm communiti optim appli binari particl swarm method merg close cluster maxim averag cluster coeffici acc whole network result accur precis predict last phase relat link predict adamicadar similar index node propos method appli astroph blog cites cora webkb dataset perform compar stateoftheart scheme term sever criteria result impli propos scheme signific accuraci improv dataset © hasan saeidinezhad et al"
12643,"futur generat grid will requir introduct deploy distribut energi resourc meet modernday load requir consequ expect see rise microgrid mgs exist part main grid gridconnect independ island contain microgrid combin energi resourc solar wind fossil fuel coupl storag devic electr vehicl smart devic support prosum oper howev addit renew energi resourc mean fluctuat energi suppli caus system instabl manag effect henc maxim manag flexibl mgs concept microgrid softwar definit introduc concept can look give microgrid oper system improv oper respons event detect maintain global view network paper therefor critic analys entail present architectur softwaredefin microgrid sdmgs discuss manag opportun softwar mg introduc also highlight design requir associ challeng implement deploy sdmgs © ieee"
12644,"swarm intellig sibas algorithm perform well field past decad lot new sibas algorithm develop exist algorithm also modifi most either hybridis algorithm incorpor local search techniqu research present new local search strategi base grasshopp gh jump mechan propos local search strategi term gh local search strategi propos strategi incorpor effici sibas algorithm artifici bee coloni abc algorithm propos hybridis algorithm term gh inspir abc ghabc algorithm propos ghabc test numer benchmark function result indic propos ghabc algorithm compet approach solv numer problem © informa uk limit trade taylor franci group"
12645,"dna microarray data analysi infam due massiv number featur imbalanc class distribut limit avail sampl paper focus highdimension multiclass imbalanc problem high dimension multiclass imbalanc problem pose acut challeng convent classifi effect perform classif task minor major class numer effort devot address either high dimension dataset class imbal problem nonetheless method propos address intersect multiclass imbalanc highdimension problem concurr due intric interact paper present novel hybrid algorithm featur select high dimension multiclass imbalanc problem use multipl filterbas ranker mfr hybrid grasshopp algorithm goa simul anneal sa algorithm incorpor goa sa use enhanc best solut found goa algorithm aim use sa tackl slow converg improv exploit search highqual region found goa experiment result confirm effect propos method improv classif perform term area curv auc compar wellknown method guarante abil propos method search featur space identifi robust discrimin featur best predict minor class © ieee"
12646,"microgrid protect control result numer research work public rd engin scientist microgrid energi internet research centr author longrout experi microgrid energi internet industri book look sophist protect control issu connect special natur microgrid book explain differ way classifi type microgrid common misconcept look industri research trend along differ technic issu challeng face deploy microgrid various set forecast shortterm demand renew generat optim oper cover techniqu accur enhanc support practic applic exampl chapter dynam transient tertiari control experiment simul test refer use work research engin applic microgrid distribut system © elsevi inc right reserv"
12647,"wildfir pose signific challeng natur built environ well safeti econom wellb communiti resid wildfirepron area electr grid specif among built environ affect contribut wildfir paper propos three line defens ld framework wildfir risk manag electr infrastructur review literatur len overview physic phenomenolog wildfir relat grid present logic propos ld framework discuss review literatur base ld theme includ relev emerg research work wildfir prevent first line defens wildfir mitig proactiv respons second line defens wildfir recoveri prepared third line defens studi reveal state art larg extent stand comprehens various aspect system resili wildfir risk manag gap literatur address emerg risk holist interdisciplinari approach © ieee"
12648,"aim difficulti unstabl pattern recognit system fault novel identif framework transient instabl mode identif base knowledg discoveri accuraci maxim kodama extrem gradient boost xgboost algorithm propos method transient stabil typic fault scenario system obtain first xgboost make full use structur raw data mine contain data inform novel data mine algorithm kodama introduc cluster mode rotor angl case instabl thus convert patternunlabel case data patternlabel data final base label data fulli reflect dynam characterist multipl xgboost assess strategi design recogn differ instabl mode propos techniqu test nordic test system result indic propos approach can provid fast accur recognit instabl mode certain prospect onlin applic © ieee"
12649,"paper present zonal voltvar control scheme regul voltag unbalanc phase distribut system use inverterbas resourc ibr first depend nodal voltag chang ibr reactiv inject deriv via voltag sensit studi fastincrement cluster method use divid distribut circuit weaklycoupl zone base correl nodal voltag sensit weakcoupl allow voltag regul independ within zone use rulebas voltag control dispatch ibr voltag correct simul result actual distribut feeder show propos zonebas voltvar control method maintain system voltag within oper limit reduc runtim voltvar control ten second coupl millisecond compar central optimizationbas voltvar control method © ieee"
12650,"develop paper approach optim realtim oper electr grid particular learn feasibl solut ac optim opf problem neglig optim gap ac opf problem aim identifi optim oper condit grid minim loss andor generat cost due comput challeng solv nonconvex problem mani effort focus linear approxim problem order solv ac opf faster timescal howev mani approxim can fair poor represent actual system state still requir solv problem can time consum larg network work learn map system load optim generat valu enabl us find nearoptim feasibl ac opf solut allow us bypass solv tradit nonconvex ac opf problem result signific decreas comput burden grid oper © ieee"
12651,"torqu test crucial improv qualiti highprecis reducersth core compon industri robot herein torquemeasur system novel vertic measur instrument design distanc torqu transduc robot reduc minim ensur shortest measur chain symmetr system structur improv overal rigid error compens can perform easili characterist torqu measur error due shaft bend torsion deform also analyz torqu calibr compris two highprecis torqu output system use calibr torqu transduc measur system reason practic compens model base backpropag neural network develop accur obtain input output torqu reduc torquemeasur precis reduc detector reach entir torqu rang instrument can use accuraci measur input output torqu robot reduc © zhen yu yuan zhang"
12652,"advanc datadriven method spark renew interest applic system creat dataset success applic method proven challeng especi consid system secur paper propos comput effici method creat dataset secur insecur oper point propos infeas certif base separ hyperplan can apriori character larg part input space insecur thus signific reduc comput time problem size method can handl order magnitud control variabl creat balanc dataset secur insecur oper point essenti datadriven applic focus n secur uncertainti method can extend dynam secur pglibopf network buse control variabl demonstr drastic reduct unclassifi input space volum comput time creat balanc dataset evalu illustr datadriven applic © elsevi bv"
12653,"paper propos distribut multiperiod optim opf formul unbalanc threephas radial distribut system timevari communic network end model threephas unbalanc network distribut generat dg electr vehicl ev behaviour intertempor constraint moreov repres object distribut system oper prosum eg wish minimis cost dg degrad cost ev batteri first formul centralis opf requir knowledg dg cost ev inform term desir energi departur arriv time prosum reluct provid moreov comput effort requir solv centralis opf case numer dgs ev intens propos distribut solut opf timevari communic network illustr propos framework bus distribut feeder © ieee"
12654,"shortterm load forecast key task plan stabil current futur distribut grid can signific contribut manag energi market ancillari servic paper introduc benefici properti applic spars represent correspond dictionari net load forecast problem substat level context spars represent theori can provid parsimoni predict model becom attract main due abil success model input space selflearn manner interact theori algorithm applic sever techniqu implement incorpor numer dictionari spars decomposit algorithm hierarch structur model propos concept sparsiti case embed throughout util differ regular form includ ℓ ℓ ℓ ℓ tree norm observ superior propos theori especi one emb atom correspond coeffici tree structur stem construct dictionari repres effici ambient electr signal space consequ extract spars basisvector perform model evalu use real hour load measur high voltagemedium voltag hvmv substat compar wide use method provid analyt result verifi effect hierarch spars represent shortterm load forecast applic term common accuraci indic © ieee"
12655,"optim opf import research topic system oper control decis tradit opf problem solv dynam nonlinear program techniqu larg system larg amount variabl constraint solv process take long time paper present new method quick estim opf result use onedimension convolut neural network dcnn opf problem treat highdimension map load input generat dispatch decis therefor train neural network learn map load generat output can direct predict opf result load inform system paper built train dcnn learn map system load generat output dcnn model test use ieee bus system extens test sensit studi result valid effect use dcnn estim opf result © ieee"
12656,"paper investig effect data integr attack central control microgrid mgs can lead sever blackout load shed assess cyber attack steadi state optim schedul point view order stop cyber hack new deep learningbas framework develop base generat adversari network gan framework two network compet wherein first network generat fake data second one respons data classif order get optim featur new method base modifi teachinglearn base tlbo algorithm also devis reinforc gan model help better match train process addit new modif introduc tlbo avoid prematur converg provid high popul divers show effect propos framework real dataset sever smart meter devic mg test result illustr high perform propos framework compar wellknown convent detect framework hit rate miss rate fals alarm rate correct reject rate © ieee"
12657,"due energi transit distribut electr generat distribut system gain lot attent import increas new challeng oper emerg integr renew electr vehicl instanc lead manifold chang system eg particip provis ancillari servic solv challeng artifici intellig provid varieti solut base increas sensor data comput capabl paper provid systemat overview recent studi appli artifici intellig method distribut system oper publish last year base general guidelin develop support reader find suitabl ai techniqu specif oper task therefor four general metric propos give orient requir applic thus conclus can drawn present suitabl algorithm oper task © institut electr electron engin inc right reserv"
12658,"low voltag network major distribut energi resourc custom own harder distribut system oper control system maintain accept oper condit even residenti flexibl avail employ without signific disturb customerdriven devic profil pattern generic tool develop assist distribut system oper make inform decis regard best cours action combat oper issu limit amount customerdriven flexibl propos tool reli novel versatil multiperiod optim model centralis control low voltag distribut system various scenario flexibl resourc control examin coupl number novel model approach customerdriven restrict distribut system oper scenario multiperiod optim model amen nonlinear program nlp problem though case end mixedinteg nonlinear program minlp problem latter heurist approach employ approxim minlp sequenc sizedecreas mixedinteg linear program milp final nlp problem propos formul approxim appli two low voltag network node node respect © author"
12659,"paper consid problem certifi robust neural network perturb adversari input data certif imper applic neural network safetycrit decisionmak control system certif techniqu use convex propos often suffer relax error void certif work exploit structur relu network improv relax error novel partitionbas certif procedur propos method proven tighten exist linear program relax asymptot achiev zero relax error partit made finer develop finit partit attain zero relax error use result deriv tractabl partit scheme minim worstcas relax error experi use real data show partit procedur abl issu robust certif case prior method fail consequ partitionbas certif procedur found provid intuit effect theoret justifi method tighten exist convex relax techniqu © ieee"
12660,"order drastic reduc heavi comput burden associ timedomain simul paper introduc physicsinform neural network pinn direct learn solut system dynam contrast limit classic model order reduct approach common use acceler timedomain simul pinn can univers approxim continu function arbitrari degre accuraci one novelti paper avoid need train data achiev incorpor govern differenti equat implicit rungekutta rk integr scheme direct train process pinn approach pinn can predict trajectori dynam system discret time step result rungekuttabas physicsinform neural network rkpinn can yield time faster evalu dynam compar standard timedomain simul demonstr methodolog singlemachin infinit bus system govern swing equat show rkpinn can accur quick predict solut trajectori © ieee"
12661,"studi lead one propos powerbas distribut locat margin price pdlmp determin activ reactiv power tariff distribut system high penetr distribut energi resourc der main merit propos approach allud powerbas characterist within price signal form linear express activ reactiv power ders’ problem demonstr secondord characterist accord problem multipl solut seen schedul pattern ders’ power exact anticip schedul solut distribut system oper dso second advantag propos approach repetit featur within process ders’ side part market clear process way besid preserv privaci der increas number der comput burden dso drastic increas propos method nonlinear equat distribut network der linear base precis approxim test bus distribut test system obtain result certifi effici establish approach allevi possibl overvoltag reduc congest increas renew energi share distribut system schedul togeth end decreas distribut system oper cost © elsevi ltd"
12662,"select harmon elimin techniqu use invert elimin specif lowerord harmon determin optimum switch angl use generat puls width modul pwm signal multilevel invert mli switch various algorithm develop determin optimum switch angl howev techniqu still trap local optima studi propos oppositionbas quantum bat algorithm oqba determin optimum switch angl algorithm formul util habitu characterist bat advanc abil can effect remov lowerord harmon output voltag mli can eventu increas qualiti output voltag along effici mli perform algorithm evalu three differ case studi involv level threephas mlis result verifi use simul experiment studi result show substanti improv superior compar avail algorithm term harmon reduct harmon find correct solut © ieee"
12663,"renew energi play import role solv energi problem solar energi one import renew sourc especi sunni countri paper deal two problem first one optim size photovolta panel pvpbatteri system second consist energi manag smart grid achiev first object adapt neurofuzzi infer system anfi estim algorithm develop order estim databas instantan photovolta estim instantan photovolta use optim algorithm size pvpbatteri station suppli kw ac load second object deep forecast algorithm realiz estim smart grid paramet optim consumpt energi result check carri matlab simul use real weather data simul result give good perform propos size manag system © author"
